Fx	Fy	Fz	Mx	My	Mz	Xmm	Ymm	Zmm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	SrTp	TbTp	HPrs	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
0	0	-251.134	-2	0	0	0	0	-1.4928	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4139	37.389	5352.9832	0.805	0	0	0	0	0	0	0
0	0	-249.5231	-2.4	0	0	0	0	-1.488	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4132	37.3895	5352.8819	0.8052	0	0	0	0	0	0	0
0	0	-251.0347	-2.8	0	0	0	0	-1.4933	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4135	37.3914	5352.7835	0.8054	0	0	0	0	0	0	0
0	0	-250.0235	-3.2	0	0	0	0	-1.4935	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4139	37.3915	5352.7417	0.8056	0	0	0	0	0	0	0
0	0	-250.642	-3.6	0	0	0	0	-1.4916	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4136	37.3928	5352.7324	0.8058	0	0	0	0	0	0	0
0	0	-250.1938	-4	0	0	0	0	-1.4886	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4137	37.3927	5352.8004	0.806	0	0	0	0	0	0	0
0	0	-248.4079	-3.6	0	0	0	0	-1.4867	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4138	37.3924	5352.8371	0.8062	0	0	0	0	0	0	0
0	0	-248.9511	-3.2	0	0	0	0	-1.4866	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4137	37.3915	5352.738	0.8064	0	0	0	0	0	0	0
0	0	-248.5009	-2.8	0	0	0	0	-1.4858	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.414	37.392	5352.7197	0.8066	0	0	0	0	0	0	0
0	0	-250.0337	-2.4	0	0	0	0	-1.4875	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.414	37.3915	5352.7538	0.8068	0	0	0	0	0	0	0
0	0	-248.2823	-2	0	0	0	0	-1.4878	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4145	37.3913	5352.6605	0.807	0	0	0	0	0	0	0
0	0	-249.8983	-1.6	0	0	0	0	-1.4896	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4154	37.3914	5352.6714	0.8072	0	0	0	0	0	0	0
0	0	-248.5293	-1.2	0	0	0	0	-1.4878	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4145	37.3926	5352.5365	0.8074	0	0	0	0	0	0	0
0	0	-250.1481	-0.8	0	0	0	0	-1.4867	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4149	37.3918	5352.6471	0.8076	0	0	0	0	0	0	0
0	0	-250.23	-0.4	0	0	0	0	-1.489	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4147	37.3909	5352.5247	0.8078	0	0	0	0	0	0	0
0	0	-251.4673	0	0	0	0	0	-1.4879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.414	37.3914	5352.3599	0.808	0	0	0	0	0	0	0
