Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 8 Template Name: Gilbert_Neutral.wvp

Acquisition Rate: 100 Waveform Frequency:  0.040
Time Stamp: 3 12, 2020 -- 17: 50: 44: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	FxRw	FyRw	FzRw	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
-2.3630	 0.2242	-8.4532	 0.1847	-0.1935	 0.0432	 0.1363	-0.2529	 0.0902	 0.0092	-1.0291	 0.0093	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.3630	-0.2242	-1.5468	-0.0092	 0.1935	-0.0432	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1947	36.7638	38845.8592	 0.0040	 0.0000	-2.3630	 0.2242	-8.4532	 0.1847	-0.1935	 0.0432
-1.2186	-0.0806	-8.6377	 0.2134	 0.1204	 0.0155	 0.1419	-0.2435	 0.0811	 0.0242	-1.0315	-0.0048	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2186	 0.0806	-1.3623	-0.0242	-0.1204	-0.0155	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1954	36.7642	38845.5741	 0.0044	 0.0000	-1.2186	-0.0806	-8.6377	 0.2134	 0.1204	 0.0155
-1.2543	 0.7012	-8.4476	-0.0409	 0.1537	 0.0205	 0.1485	-0.2482	 0.0788	-0.0130	-1.0297	-0.0003	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2543	-0.7012	-1.5524	 0.0130	-0.1537	-0.0205	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1953	36.7637	38845.9356	 0.0048	 0.0000	-1.2543	 0.7012	-8.4476	-0.0409	 0.1537	 0.0205
-1.2451	 0.1361	-7.6541	 0.1374	 0.1962	 0.0143	 0.1551	-0.2365	 0.0777	 0.0240	-1.0269	-0.0013	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2451	-0.1361	-2.3459	-0.0240	-0.1962	-0.0143	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1958	36.7642	38845.5801	 0.0052	 0.0000	-1.2451	 0.1361	-7.6541	 0.1374	 0.1962	 0.0143
-1.2769	 0.2434	-7.8556	 0.1199	 0.1615	 0.0159	 0.1443	-0.2297	 0.0744	-0.0172	-1.0329	-0.0061	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2769	-0.2434	-2.1444	 0.0172	-0.1615	-0.0159	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1960	36.7647	38845.7889	 0.0056	 0.0000	-1.2769	 0.2434	-7.8556	 0.1199	 0.1615	 0.0159
-1.8600	 0.6849	-9.8075	-0.0235	-0.0317	 0.0063	 0.1517	-0.2298	 0.0744	 0.0298	-1.0397	-0.0088	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.8600	-0.6849	-0.1925	-0.0298	 0.0317	-0.0063	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1966	36.7648	38845.7278	 0.0060	 0.0000	-1.8600	 0.6849	-9.8075	-0.0235	-0.0317	 0.0063
-1.4109	 0.4142	-6.8953	 0.0665	 0.1393	 0.0278	 0.1516	-0.2398	 0.0782	 0.0359	-1.0419	 0.0003	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4109	-0.4142	-3.1047	-0.0359	-0.1393	-0.0278	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1968	36.7642	38844.7435	 0.0064	 0.0000	-1.4109	 0.4142	-6.8953	 0.0665	 0.1393	 0.0278
-1.5131	 0.1241	-7.6441	 0.0612	 0.1384	-0.0180	 0.1515	-0.2363	 0.0673	 0.0178	-1.0415	-0.0232	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.5131	-0.1241	-2.3559	-0.0178	-0.1384	 0.0180	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1968	36.7650	38845.0864	 0.0068	 0.0000	-1.5131	 0.1241	-7.6441	 0.0612	 0.1384	-0.0180
-0.6194	 0.1537	-12.0055	 0.1102	 0.3669	-0.0070	 0.1478	-0.2470	 0.0805	 0.0141	-1.0447	-0.0213	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6194	-0.1537	 2.0055	-0.0141	-0.3669	 0.0070	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1973	36.7647	38845.1987	 0.0072	 0.0000	-0.6194	 0.1537	-12.0055	 0.1102	 0.3669	-0.0070
-0.9226	-0.1969	-9.8056	 0.2414	 0.2273	-0.0054	 0.1526	-0.2403	 0.0752	-0.0102	-1.0372	-0.0261	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9226	 0.1969	-0.1944	 0.0102	-0.2273	 0.0054	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1976	36.7647	38845.7609	 0.0076	 0.0000	-0.9226	-0.1969	-9.8056	 0.2414	 0.2273	-0.0054
-0.9934	 0.0334	-9.7355	 0.1488	 0.2331	 0.0190	 0.1424	-0.2323	 0.0736	 0.0041	-1.0416	-0.0595	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9934	-0.0334	-0.2645	-0.0041	-0.2331	-0.0190	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1973	36.7653	38845.6632	 0.0080	 0.0000	-0.9934	 0.0334	-9.7355	 0.1488	 0.2331	 0.0190
-1.4269	 0.6344	-7.6647	 0.0785	 0.1125	 0.0309	 0.1452	-0.2195	 0.0748	 0.0264	-1.0414	-0.0469	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4269	-0.6344	-2.3353	-0.0264	-0.1125	-0.0309	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1970	36.7650	38846.0685	 0.0084	 0.0000	-1.4269	 0.6344	-7.6647	 0.0785	 0.1125	 0.0309
-1.4844	 0.1820	-10.8036	 0.1422	 0.0524	 0.0300	 0.1413	-0.2226	 0.0675	 0.0260	-1.0507	-0.0648	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4844	-0.1820	 0.8036	-0.0260	-0.0524	-0.0300	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1966	36.7650	38846.6402	 0.0088	 0.0000	-1.4844	 0.1820	-10.8036	 0.1422	 0.0524	 0.0300
-1.2141	-0.3648	-8.6349	 0.2459	 0.1413	 0.0115	 0.1440	-0.2147	 0.0647	 0.0301	-1.0504	-0.0686	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2141	 0.3648	-1.3651	-0.0301	-0.1413	-0.0115	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1967	36.7654	38846.3990	 0.0092	 0.0000	-1.2141	-0.3648	-8.6349	 0.2459	 0.1413	 0.0115
-1.0058	 0.3146	-9.6775	 0.0785	 0.1869	 0.0155	 0.1455	-0.2173	 0.0656	 0.0241	-1.0631	-0.0512	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.0058	-0.3146	-0.3225	-0.0241	-0.1869	-0.0155	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1966	36.7654	38846.3895	 0.0096	 0.0000	-1.0058	 0.3146	-9.6775	 0.0785	 0.1869	 0.0155
-1.7652	 0.3899	-9.7210	 0.1074	-0.0171	-0.0020	 0.1509	-0.2236	 0.0625	 0.0326	-1.0622	-0.0647	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7652	-0.3899	-0.2790	-0.0326	 0.0171	 0.0020	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1966	36.7652	38845.9860	 0.0100	 0.0000	-1.7652	 0.3899	-9.7210	 0.1074	-0.0171	-0.0020
-1.5989	 0.4677	-6.7857	 0.0766	 0.0823	 0.0080	 0.1380	-0.2155	 0.0706	 0.0345	-1.0608	-0.0594	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.5989	-0.4677	-3.2143	-0.0345	-0.0823	-0.0080	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1966	36.7637	38845.4670	 0.0104	 0.0000	-1.5989	 0.4677	-6.7857	 0.0766	 0.0823	 0.0080
-1.7542	 0.1718	-8.5603	 0.1391	 0.0165	 0.0211	 0.1408	-0.2285	 0.0709	 0.0290	-1.0651	-0.0596	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7542	-0.1718	-1.4397	-0.0290	-0.0165	-0.0211	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1952	36.7635	38845.3801	 0.0108	 0.0000	-1.7542	 0.1718	-8.5603	 0.1391	 0.0165	 0.0211
-1.2486	 0.1820	-12.5259	 0.1094	 0.1585	-0.0167	 0.1382	-0.2248	 0.0578	 0.0352	-1.0692	-0.0727	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2486	-0.1820	 2.5259	-0.0352	-0.1585	 0.0167	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1951	36.7643	38845.0314	 0.0112	 0.0000	-1.2486	 0.1820	-12.5259	 0.1094	 0.1585	-0.0167
-1.6743	-0.2634	-7.4760	 0.2347	 0.0673	 0.0184	 0.1410	-0.2127	 0.0625	 0.0367	-1.0807	-0.0613	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.6743	 0.2634	-2.5240	-0.0367	-0.0673	-0.0184	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1945	36.7639	38844.6870	 0.0116	 0.0000	-1.6743	-0.2634	-7.4760	 0.2347	 0.0673	 0.0184
-1.2351	 0.0465	-8.7419	 0.1727	 0.1856	 0.0378	 0.1382	-0.2233	 0.0613	 0.0489	-1.0708	-0.0716	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2351	-0.0465	-1.2581	-0.0489	-0.1856	-0.0378	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1944	36.7638	38844.5228	 0.0120	 0.0000	-1.2351	 0.0465	-8.7419	 0.1727	 0.1856	 0.0378
-1.1667	 0.4491	-8.8083	 0.0573	 0.2028	 0.0192	 0.1405	-0.2237	 0.0629	 0.0585	-1.0743	-0.0865	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.1667	-0.4491	-1.1917	-0.0585	-0.2028	-0.0192	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1939	36.7632	38844.5451	 0.0124	 0.0000	-1.1667	 0.4491	-8.8083	 0.0573	 0.2028	 0.0192
-1.2033	 0.2762	-10.7778	 0.1427	 0.1365	-0.0046	 0.1394	-0.2233	 0.0604	 0.0296	-1.0701	-0.0914	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2033	-0.2762	 0.7778	-0.0296	-0.1365	 0.0046	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1936	36.7631	38844.3489	 0.0128	 0.0000	-1.2033	 0.2762	-10.7778	 0.1427	 0.1365	-0.0046
-1.6749	 0.4399	-6.7581	 0.1234	 0.0185	 0.0161	 0.1363	-0.2177	 0.0667	 0.0337	-1.0748	-0.0778	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.6749	-0.4399	-3.2419	-0.0337	-0.0185	-0.0161	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1941	36.7628	38843.7277	 0.0132	 0.0000	-1.6749	 0.4399	-6.7581	 0.1234	 0.0185	 0.0161
-1.3923	 0.0102	-9.9017	 0.1930	 0.0857	 0.0154	 0.1417	-0.2118	 0.0651	 0.0341	-1.0818	-0.0925	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.3923	-0.0102	-0.0983	-0.0341	-0.0857	-0.0154	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1938	36.7634	38843.3014	 0.0136	 0.0000	-1.3923	 0.0102	-9.9017	 0.1930	 0.0857	 0.0154
-1.4247	 0.0057	-9.9137	 0.2018	 0.1535	 0.0474	 0.1421	-0.2252	 0.0599	 0.0378	-1.0808	-0.1097	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4247	-0.0057	-0.0863	-0.0378	-0.1535	-0.0474	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1932	36.7632	38843.5169	 0.0140	 0.0000	-1.4247	 0.0057	-9.9137	 0.2018	 0.1535	 0.0474
-0.7370	-0.1702	-9.7783	 0.2143	 0.2918	 0.0351	 0.1491	-0.2194	 0.0534	 0.0189	-1.0847	-0.1209	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.7370	 0.1702	-0.2217	-0.0189	-0.2918	-0.0351	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1929	36.7631	38843.5119	 0.0144	 0.0000	-0.7370	-0.1702	-9.7783	 0.2143	 0.2918	 0.0351
-1.6926	 0.4404	-8.5891	 0.0444	 0.0231	 0.0388	 0.1454	-0.2263	 0.0559	 0.0204	-1.0862	-0.1236	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.6926	-0.4404	-1.4109	-0.0204	-0.0231	-0.0388	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1937	36.7634	38842.7395	 0.0148	 0.0000	-1.6926	 0.4404	-8.5891	 0.0444	 0.0231	 0.0388
-1.7887	 0.5806	-7.8276	 0.0488	-0.0034	 0.0300	 0.1543	-0.2287	 0.0594	 0.0343	-1.0865	-0.1379	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7887	-0.5806	-2.1724	-0.0343	 0.0034	-0.0300	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1934	36.7636	38842.3607	 0.0152	 0.0000	-1.7887	 0.5806	-7.8276	 0.0488	-0.0034	 0.0300
-1.5580	 0.4378	-6.8160	 0.1357	 0.0552	 0.0284	 0.1552	-0.2427	 0.0609	 0.0418	-1.0948	-0.1154	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.5580	-0.4378	-3.1840	-0.0418	-0.0552	-0.0284	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1946	36.7624	38841.6532	 0.0156	 0.0000	-1.5580	 0.4378	-6.8160	 0.1357	 0.0552	 0.0284
-1.7864	 0.4477	-7.7720	 0.0563	 0.0114	 0.0402	 0.1658	-0.2385	 0.0597	 0.0058	-1.0938	-0.1356	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7864	-0.4477	-2.2280	-0.0058	-0.0114	-0.0402	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1952	36.7628	38840.8894	 0.0160	 0.0000	-1.7864	 0.4477	-7.7720	 0.0563	 0.0114	 0.0402
-1.1783	-0.0440	-9.7299	 0.0939	 0.1474	 0.0152	 0.1630	-0.2463	 0.0585	 0.0055	-1.0954	-0.1213	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.1783	 0.0440	-0.2701	-0.0055	-0.1474	-0.0152	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1948	36.7633	38840.9449	 0.0164	 0.0000	-1.1783	-0.0440	-9.7299	 0.0939	 0.1474	 0.0152
-1.2690	 0.2178	-8.5699	 0.0884	 0.1981	 0.0058	 0.1651	-0.2556	 0.0674	 0.0269	-1.1045	-0.1236	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2690	-0.2178	-1.4301	-0.0269	-0.1981	-0.0058	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1944	36.7637	38841.1762	 0.0168	 0.0000	-1.2690	 0.2178	-8.5699	 0.0884	 0.1981	 0.0058
-2.0031	 0.2800	-9.6349	 0.1222	-0.1126	 0.0305	 0.1706	-0.2649	 0.0595	 0.0602	-1.0971	-0.1327	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.0031	-0.2800	-0.3651	-0.0602	 0.1126	-0.0305	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1938	36.7643	38841.5166	 0.0172	 0.0000	-2.0031	 0.2800	-9.6349	 0.1222	-0.1126	 0.0305
-2.0097	-0.1275	-6.7149	 0.2117	-0.0945	 0.0231	 0.1683	-0.2623	 0.0639	 0.0090	-1.1075	-0.1332	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.0097	 0.1275	-3.2851	-0.0090	 0.0945	-0.0231	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1941	36.7651	38841.9222	 0.0176	 0.0000	-2.0097	-0.1275	-6.7149	 0.2117	-0.0945	 0.0231
-1.4238	 0.3629	-9.9202	 0.1563	 0.1574	 0.0260	 0.1672	-0.2677	 0.0589	-0.0063	-1.1024	-0.1430	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4238	-0.3629	-0.0798	 0.0063	-0.1574	-0.0260	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1940	36.7648	38841.8751	 0.0180	 0.0000	-1.4238	 0.3629	-9.9202	 0.1563	 0.1574	 0.0260
-1.6318	 0.1223	-9.8128	 0.1593	 0.0382	-0.0068	 0.1798	-0.2710	 0.0598	 0.0041	-1.1064	-0.1543	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.6318	-0.1223	-0.1872	-0.0041	-0.0382	 0.0068	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1940	36.7645	38841.5678	 0.0184	 0.0000	-1.6318	 0.1223	-9.8128	 0.1593	 0.0382	-0.0068
-1.3725	 0.1981	-7.7037	 0.1345	 0.1046	 0.0158	 0.1684	-0.2795	 0.0591	 0.0401	-1.1073	-0.1571	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.3725	-0.1981	-2.2963	-0.0401	-0.1046	-0.0158	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1944	36.7639	38842.3499	 0.0188	 0.0000	-1.3725	 0.1981	-7.7037	 0.1345	 0.1046	 0.0158
