Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 4 Template Name: Gilbert_Neutral.wvp

Acquisition Rate: 100 Waveform Frequency:  0.040
Time Stamp: 3 12, 2020 -- 16: 9: 59: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	FxRw	FyRw	FzRw	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
-1.0789	 0.2471	-12.8033	 0.1633	 0.0748	 0.0042	 0.2380	-0.3705	 0.1084	-0.0612	-0.8772	-0.7360	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.0789	-0.2471	 2.8033	 0.0612	-0.0748	-0.0042	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0827	36.7913	39040.7876	 0.0040	 0.0000	-1.0789	 0.2471	-12.8033	 0.1633	 0.0748	 0.0042
-1.3155	 0.2483	-10.7974	 0.1718	 0.0503	-0.0145	 0.2401	-0.3655	 0.1104	-0.0830	-0.8746	-0.7631	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.3155	-0.2483	 0.7974	 0.0830	-0.0503	 0.0145	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0833	36.7912	39041.0564	 0.0044	 0.0000	-1.3155	 0.2483	-10.7974	 0.1718	 0.0503	-0.0145
-0.7603	 0.4527	-10.8661	 0.1505	 0.1819	 0.0382	 0.2449	-0.3707	 0.1182	-0.0929	-0.8816	-0.7389	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.7603	-0.4527	 0.8661	 0.0929	-0.1819	-0.0382	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0832	36.7910	39041.6300	 0.0048	 0.0000	-0.7603	 0.4527	-10.8661	 0.1505	 0.1819	 0.0382
-1.1713	 0.2655	-9.7455	 0.0981	 0.1076	 0.0276	 0.2433	-0.3768	 0.1191	-0.0828	-0.8899	-0.7615	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.1713	-0.2655	-0.2545	 0.0828	-0.1076	-0.0276	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0831	36.7910	39041.9973	 0.0052	 0.0000	-1.1713	 0.2655	-9.7455	 0.0981	 0.1076	 0.0276
-0.9513	-0.2491	-12.7999	 0.2675	 0.1598	-0.0054	 0.2448	-0.3776	 0.1161	-0.1081	-0.8889	-0.7485	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9513	 0.2491	 2.7999	 0.1081	-0.1598	 0.0054	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0830	36.7905	39042.6123	 0.0056	 0.0000	-0.9513	-0.2491	-12.7999	 0.2675	 0.1598	-0.0054
-1.4290	 0.1589	-10.4853	 0.1500	 0.0430	 0.0072	 0.2542	-0.3827	 0.1164	-0.1029	-0.8900	-0.7550	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4290	-0.1589	 0.4853	 0.1029	-0.0430	-0.0072	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0829	36.7912	39043.4685	 0.0060	 0.0000	-1.4290	 0.1589	-10.4853	 0.1500	 0.0430	 0.0072
 0.0062	 0.2636	-13.6249	 0.0806	 0.5141	-0.0073	 0.2479	-0.3728	 0.1224	-0.0793	-0.8998	-0.7559	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	-0.0062	-0.2636	 3.6249	 0.0793	-0.5141	 0.0073	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0840	36.7922	39043.9788	 0.0064	 0.0000	 0.0062	 0.2636	-13.6249	 0.0806	 0.5141	-0.0073
-1.7294	 0.6106	-8.5354	 0.0830	-0.0759	 0.0198	 0.2592	-0.3773	 0.1089	-0.1012	-0.9036	-0.7594	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7294	-0.6106	-1.4646	 0.1012	 0.0759	-0.0198	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0833	36.7920	39044.0227	 0.0068	 0.0000	-1.7294	 0.6106	-8.5354	 0.0830	-0.0759	 0.0198
-1.6225	 0.6329	-8.5918	 0.0709	-0.0018	 0.0410	 0.2772	-0.3655	 0.1201	-0.0958	-0.9079	-0.7698	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.6225	-0.6329	-1.4082	 0.0958	 0.0018	-0.0410	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0841	36.7920	39044.4405	 0.0072	 0.0000	-1.6225	 0.6329	-8.5918	 0.0709	-0.0018	 0.0410
-1.5145	 0.1631	-9.6908	 0.1983	 0.0535	 0.0053	 0.2798	-0.3735	 0.1186	-0.1018	-0.9111	-0.7810	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.5145	-0.1631	-0.3092	 0.1018	-0.0535	-0.0053	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0836	36.7919	39044.3717	 0.0076	 0.0000	-1.5145	 0.1631	-9.6908	 0.1983	 0.0535	 0.0053
-0.8641	 0.7155	-9.6760	-0.0119	 0.2219	 0.0285	 0.2753	-0.3664	 0.1127	-0.1016	-0.9219	-0.7843	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8641	-0.7155	-0.3240	 0.1016	-0.2219	-0.0285	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0843	36.7931	39043.5988	 0.0080	 0.0000	-0.8641	 0.7155	-9.6760	-0.0119	 0.2219	 0.0285
-0.8474	 0.2141	-11.5318	 0.1434	 0.1412	 0.0044	 0.2792	-0.3624	 0.1094	-0.1031	-0.9128	-0.7991	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8474	-0.2141	 1.5318	 0.1031	-0.1412	-0.0044	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0833	36.7925	39043.6446	 0.0084	 0.0000	-0.8474	 0.2141	-11.5318	 0.1434	 0.1412	 0.0044
-1.2287	-0.1234	-10.5354	 0.2935	 0.0497	 0.0160	 0.2879	-0.3663	 0.1051	-0.0776	-0.9286	-0.7837	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2287	 0.1234	 0.5354	 0.0776	-0.0497	-0.0160	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0834	36.7922	39043.2211	 0.0088	 0.0000	-1.2287	-0.1234	-10.5354	 0.2935	 0.0497	 0.0160
-1.4552	 0.6925	-8.4207	 0.0777	 0.0274	 0.0337	 0.2956	-0.3434	 0.1071	-0.0962	-0.9302	-0.8139	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4552	-0.6925	-1.5793	 0.0962	-0.0274	-0.0337	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0838	36.7926	39043.4434	 0.0092	 0.0000	-1.4552	 0.6925	-8.4207	 0.0777	 0.0274	 0.0337
-2.4745	 0.9085	-7.3912	 0.0082	-0.3349	 0.0323	 0.2954	-0.3451	 0.1062	-0.1034	-0.9263	-0.8081	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.4745	-0.9085	-2.6088	 0.1034	 0.3349	-0.0323	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0836	36.7930	39043.5269	 0.0096	 0.0000	-2.4745	 0.9085	-7.3912	 0.0082	-0.3349	 0.0323
-0.7026	 0.7126	-9.3558	 0.0043	 0.1931	-0.0033	 0.3053	-0.3451	 0.1054	-0.1273	-0.9275	-0.8055	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.7026	-0.7126	-0.6442	 0.1273	-0.1931	 0.0033	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0835	36.7931	39043.2588	 0.0100	 0.0000	-0.7026	 0.7126	-9.3558	 0.0043	 0.1931	-0.0033
-1.8153	 0.2347	-9.3614	 0.1544	-0.0651	 0.0208	 0.3023	-0.3370	 0.1108	-0.0829	-0.9407	-0.8110	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.8153	-0.2347	-0.6386	 0.0829	 0.0651	-0.0208	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0824	36.7941	39043.1395	 0.0104	 0.0000	-1.8153	 0.2347	-9.3614	 0.1544	-0.0651	 0.0208
-1.1458	 0.4955	-10.6894	 0.1092	 0.1185	 0.0299	 0.3107	-0.3313	 0.1023	-0.1170	-0.9381	-0.8084	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.1458	-0.4955	 0.6894	 0.1170	-0.1185	-0.0299	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0822	36.7940	39042.6842	 0.0108	 0.0000	-1.1458	 0.4955	-10.6894	 0.1092	 0.1185	 0.0299
-0.4985	 0.0906	-12.9015	 0.1457	 0.2675	-0.0060	 0.3148	-0.3287	 0.1069	-0.1176	-0.9445	-0.7928	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.4985	-0.0906	 2.9015	 0.1176	-0.2675	 0.0060	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0826	36.7941	39042.9180	 0.0112	 0.0000	-0.4985	 0.0906	-12.9015	 0.1457	 0.2675	-0.0060
-0.6233	 0.3144	-10.6646	 0.1914	 0.2236	 0.0067	 0.3271	-0.3221	 0.0976	-0.0951	-0.9517	-0.8123	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6233	-0.3144	 0.6646	 0.0951	-0.2236	-0.0067	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0823	36.7939	39043.4981	 0.0116	 0.0000	-0.6233	 0.3144	-10.6646	 0.1914	 0.2236	 0.0067
-1.0939	 0.2403	-10.6672	 0.1915	 0.0855	 0.0409	 0.3194	-0.3406	 0.1021	-0.0720	-0.9570	-0.8059	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.0939	-0.2403	 0.6672	 0.0720	-0.0855	-0.0409	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0826	36.7934	39043.7862	 0.0120	 0.0000	-1.0939	 0.2403	-10.6672	 0.1915	 0.0855	 0.0409
-0.5732	-0.1597	-9.5836	 0.2221	 0.3525	-0.0074	 0.3321	-0.3278	 0.0987	-0.0910	-0.9533	-0.8281	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.5732	 0.1597	-0.4164	 0.0910	-0.3525	 0.0074	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0820	36.7925	39044.9821	 0.0124	 0.0000	-0.5732	-0.1597	-9.5836	 0.2221	 0.3525	-0.0074
-1.0673	 0.2231	-10.5895	 0.1331	 0.1364	 0.0147	 0.3407	-0.3230	 0.1007	-0.0870	-0.9552	-0.8265	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.0673	-0.2231	 0.5895	 0.0870	-0.1364	-0.0147	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0820	36.7928	39045.5461	 0.0128	 0.0000	-1.0673	 0.2231	-10.5895	 0.1331	 0.1364	 0.0147
-1.3761	 0.9191	-9.5483	-0.0370	 0.0767	 0.0429	 0.3434	-0.3283	 0.1047	-0.1086	-0.9641	-0.8317	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.3761	-0.9191	-0.4517	 0.1086	-0.0767	-0.0429	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0827	36.7930	39046.8717	 0.0132	 0.0000	-1.3761	 0.9191	-9.5483	-0.0370	 0.0767	 0.0429
-0.8805	 0.4993	-8.5179	 0.1033	 0.2358	 0.0156	 0.3538	-0.3307	 0.1011	-0.1007	-0.9729	-0.8176	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8805	-0.4993	-1.4821	 0.1007	-0.2358	-0.0156	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0819	36.7931	39047.7397	 0.0136	 0.0000	-0.8805	 0.4993	-8.5179	 0.1033	 0.2358	 0.0156
-0.7255	 0.2999	-11.7891	 0.1645	 0.2514	-0.0057	 0.3610	-0.3274	 0.1001	-0.0771	-0.9791	-0.8115	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.7255	-0.2999	 1.7891	 0.0771	-0.2514	 0.0057	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0824	36.7934	39048.8887	 0.0140	 0.0000	-0.7255	 0.2999	-11.7891	 0.1645	 0.2514	-0.0057
-0.6202	 0.5817	-9.5681	 0.0449	 0.2135	 0.0161	 0.3573	-0.3142	 0.1006	-0.0801	-0.9816	-0.8288	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6202	-0.5817	-0.4319	 0.0801	-0.2135	-0.0161	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0820	36.7930	39048.8848	 0.0144	 0.0000	-0.6202	 0.5817	-9.5681	 0.0449	 0.2135	 0.0161
-0.8292	 0.7975	-10.4312	-0.0030	 0.1981	 0.0088	 0.3572	-0.3142	 0.0981	-0.1120	-0.9869	-0.8266	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8292	-0.7975	 0.4312	 0.1120	-0.1981	-0.0088	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0816	36.7924	39049.0914	 0.0148	 0.0000	-0.8292	 0.7975	-10.4312	-0.0030	 0.1981	 0.0088
-1.4756	 0.6533	-7.5903	 0.1517	-0.0089	 0.0444	 0.3551	-0.3193	 0.0942	-0.0806	-0.9873	-0.8108	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4756	-0.6533	-2.4097	 0.0806	 0.0089	-0.0444	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0821	36.7923	39048.8692	 0.0152	 0.0000	-1.4756	 0.6533	-7.5903	 0.1517	-0.0089	 0.0444
-0.8475	 0.6018	-9.6617	 0.0528	 0.2294	-0.0026	 0.3549	-0.3226	 0.0951	-0.0785	-0.9803	-0.8208	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8475	-0.6018	-0.3383	 0.0785	-0.2294	 0.0026	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0822	36.7927	39049.1174	 0.0156	 0.0000	-0.8475	 0.6018	-9.6617	 0.0528	 0.2294	-0.0026
-0.9241	 0.4956	-9.4521	 0.1091	 0.1891	 0.0269	 0.3603	-0.3141	 0.0976	-0.0933	-0.9966	-0.8184	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9241	-0.4956	-0.5479	 0.0933	-0.1891	-0.0269	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0813	36.7933	39048.7788	 0.0160	 0.0000	-0.9241	 0.4956	-9.4521	 0.1091	 0.1891	 0.0269
-1.1180	 0.5390	-9.7328	 0.0698	 0.1456	 0.0076	 0.3671	-0.3271	 0.0833	-0.0758	-0.9970	-0.7995	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.1180	-0.5390	-0.2672	 0.0758	-0.1456	-0.0076	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0814	36.7937	39049.4323	 0.0164	 0.0000	-1.1180	 0.5390	-9.7328	 0.0698	 0.1456	 0.0076
-1.3614	 0.3850	-6.6622	 0.1456	 0.0293	 0.0424	 0.3656	-0.3202	 0.0897	-0.0941	-0.9943	-0.8178	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.3614	-0.3850	-3.3378	 0.0941	-0.0293	-0.0424	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0811	36.7955	39050.0495	 0.0168	 0.0000	-1.3614	 0.3850	-6.6622	 0.1456	 0.0293	 0.0424
-0.8351	 0.3115	-11.6565	 0.1110	 0.1853	 0.0157	 0.3776	-0.3199	 0.0935	-0.0895	-1.0042	-0.7914	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8351	-0.3115	 1.6565	 0.0895	-0.1853	-0.0157	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0809	36.7947	39050.1620	 0.0172	 0.0000	-0.8351	 0.3115	-11.6565	 0.1110	 0.1853	 0.0157
-0.6362	 0.3322	-10.6375	 0.1502	 0.2834	-0.0126	 0.3900	-0.3200	 0.0877	-0.1046	-1.0028	-0.7927	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6362	-0.3322	 0.6375	 0.1046	-0.2834	 0.0126	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0803	36.7953	39050.1849	 0.0176	 0.0000	-0.6362	 0.3322	-10.6375	 0.1502	 0.2834	-0.0126
-1.3264	 0.4227	-9.6290	 0.0995	 0.1097	 0.0233	 0.3804	-0.3404	 0.0803	-0.0738	-1.0061	-0.7889	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.3264	-0.4227	-0.3710	 0.0738	-0.1097	-0.0233	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0797	36.7956	39049.9506	 0.0180	 0.0000	-1.3264	 0.4227	-9.6290	 0.0995	 0.1097	 0.0233
-1.3823	 0.1790	-7.7372	 0.1830	 0.0175	 0.0444	 0.3779	-0.3452	 0.0891	-0.0906	-1.0085	-0.8100	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.3823	-0.1790	-2.2628	 0.0906	-0.0175	-0.0444	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0800	36.7954	39050.2997	 0.0184	 0.0000	-1.3823	 0.1790	-7.7372	 0.1830	 0.0175	 0.0444
-1.7636	 0.2919	-7.7332	 0.2415	-0.0506	 0.0189	 0.3771	-0.3568	 0.0913	-0.0921	-1.0095	-0.8041	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7636	-0.2919	-2.2668	 0.0921	 0.0506	-0.0189	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0807	36.7952	39050.5508	 0.0188	 0.0000	-1.7636	 0.2919	-7.7332	 0.2415	-0.0506	 0.0189
