Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 8 Template Name: Gilbert_Neutral.wvp

Acquisition Rate: 100 Waveform Frequency:  0.040
Time Stamp: 3 12, 2020 -- 16: 18: 38: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	FxRw	FyRw	FzRw	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
-1.6027	 0.1693	-10.7723	 0.1762	-0.0358	 0.0094	 0.1500	-0.3805	 0.1864	-0.0954	-0.7702	-0.9163	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.6027	-0.1693	 0.7723	 0.0954	 0.0358	-0.0094	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0442	36.7660	38946.6623	 0.0040	 0.0000	-1.6027	 0.1693	-10.7723	 0.1762	-0.0358	 0.0094
-0.8904	 0.1119	-9.6718	 0.2022	 0.1574	 0.0025	 0.1591	-0.3814	 0.1870	-0.0875	-0.7658	-0.9171	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8904	-0.1119	-0.3282	 0.0875	-0.1574	-0.0025	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0441	36.7660	38946.7412	 0.0044	 0.0000	-0.8904	 0.1119	-9.6718	 0.2022	 0.1574	 0.0025
-1.1268	 0.8282	-9.7800	 0.0295	 0.1391	 0.0188	 0.1671	-0.3774	 0.1827	-0.0861	-0.7692	-0.9449	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.1268	-0.8282	-0.2200	 0.0861	-0.1391	-0.0188	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0439	36.7661	38946.4391	 0.0048	 0.0000	-1.1268	 0.8282	-9.7800	 0.0295	 0.1391	 0.0188
-0.6183	 0.3156	-7.7561	 0.1393	 0.2376	 0.0475	 0.1714	-0.3837	 0.1854	-0.0672	-0.7806	-0.8922	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6183	-0.3156	-2.2439	 0.0672	-0.2376	-0.0475	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0437	36.7664	38945.9179	 0.0052	 0.0000	-0.6183	 0.3156	-7.7561	 0.1393	 0.2376	 0.0475
-1.5382	 0.6805	-7.7354	 0.0463	-0.0161	 0.0227	 0.1759	-0.3840	 0.1938	-0.1072	-0.7806	-0.9100	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.5382	-0.6805	-2.2646	 0.1072	 0.0161	-0.0227	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0439	36.7663	38945.0714	 0.0056	 0.0000	-1.5382	 0.6805	-7.7354	 0.0463	-0.0161	 0.0227
-1.9991	 0.7562	-8.6620	 0.0815	-0.1955	 0.0640	 0.1815	-0.3756	 0.1903	-0.1095	-0.7779	-0.9303	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.9991	-0.7562	-1.3380	 0.1095	 0.1955	-0.0640	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0442	36.7667	38944.5958	 0.0060	 0.0000	-1.9991	 0.7562	-8.6620	 0.0815	-0.1955	 0.0640
-0.9605	 0.4256	-8.5217	 0.1289	 0.1637	 0.0300	 0.1822	-0.3795	 0.1900	-0.0919	-0.7817	-0.9237	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9605	-0.4256	-1.4783	 0.0919	-0.1637	-0.0300	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0436	36.7671	38944.0273	 0.0064	 0.0000	-0.9605	 0.4256	-8.5217	 0.1289	 0.1637	 0.0300
-2.1989	 0.4818	-3.5310	 0.1459	-0.2243	 0.0612	 0.1930	-0.3723	 0.1855	-0.0968	-0.7862	-0.9293	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.1989	-0.4818	-6.4690	 0.0968	 0.2243	-0.0612	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0433	36.7667	38943.8299	 0.0068	 0.0000	-2.1989	 0.4818	-3.5310	 0.1459	-0.2243	 0.0612
-0.5492	 0.3156	-13.6605	 0.1387	 0.2696	-0.0260	 0.1932	-0.3803	 0.1811	-0.0713	-0.7856	-0.9181	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.5492	-0.3156	 3.6605	 0.0713	-0.2696	 0.0260	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0431	36.7654	38943.5136	 0.0072	 0.0000	-0.5492	 0.3156	-13.6605	 0.1387	 0.2696	-0.0260
-0.5943	 0.0639	-13.5263	 0.2100	 0.2654	-0.0076	 0.1964	-0.3690	 0.1842	-0.0725	-0.7859	-0.9354	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.5943	-0.0639	 3.5263	 0.0725	-0.2654	 0.0076	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0435	36.7650	38943.1782	 0.0076	 0.0000	-0.5943	 0.0639	-13.5263	 0.2100	 0.2654	-0.0076
-1.4815	 0.6631	-9.7430	 0.0486	-0.0361	 0.0309	 0.2088	-0.3766	 0.1805	-0.0888	-0.7864	-0.9553	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4815	-0.6631	-0.2570	 0.0888	 0.0361	-0.0309	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0437	36.7655	38942.4011	 0.0080	 0.0000	-1.4815	 0.6631	-9.7430	 0.0486	-0.0361	 0.0309
-1.7625	 0.6164	-6.5547	 0.1375	-0.1325	 0.0267	 0.2139	-0.3769	 0.1703	-0.0829	-0.7975	-0.9470	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7625	-0.6164	-3.4453	 0.0829	 0.1325	-0.0267	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0440	36.7652	38942.4403	 0.0084	 0.0000	-1.7625	 0.6164	-6.5547	 0.1375	-0.1325	 0.0267
-1.2822	 0.1669	-9.7280	 0.2277	 0.0497	 0.0051	 0.2243	-0.3633	 0.1693	-0.0735	-0.7942	-0.9560	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2822	-0.1669	-0.2720	 0.0735	-0.0497	-0.0051	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0444	36.7644	38942.6985	 0.0088	 0.0000	-1.2822	 0.1669	-9.7280	 0.2277	 0.0497	 0.0051
-1.0793	 0.1914	-11.7696	 0.1915	 0.1375	 0.0159	 0.2208	-0.3657	 0.1740	-0.0608	-0.7957	-0.9645	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.0793	-0.1914	 1.7696	 0.0608	-0.1375	-0.0159	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0449	36.7640	38942.4071	 0.0092	 0.0000	-1.0793	 0.1914	-11.7696	 0.1915	 0.1375	 0.0159
-0.7854	 0.7167	-10.6930	 0.0314	 0.1514	 0.0175	 0.2155	-0.3656	 0.1715	-0.0835	-0.7999	-0.9716	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.7854	-0.7167	 0.6930	 0.0835	-0.1514	-0.0175	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0454	36.7641	38942.7728	 0.0096	 0.0000	-0.7854	 0.7167	-10.6930	 0.0314	 0.1514	 0.0175
-0.8283	-0.3286	-12.9210	 0.3248	 0.2476	 0.0024	 0.2165	-0.3609	 0.1746	-0.0968	-0.8040	-0.9573	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8283	 0.3286	 2.9210	 0.0968	-0.2476	-0.0024	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0454	36.7647	38943.9342	 0.0100	 0.0000	-0.8283	-0.3286	-12.9210	 0.3248	 0.2476	 0.0024
-1.6255	 0.5415	-7.5654	 0.1717	-0.0272	 0.0370	 0.2254	-0.3636	 0.1723	-0.0820	-0.8060	-0.9540	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.6255	-0.5415	-2.4346	 0.0820	 0.0272	-0.0370	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0460	36.7640	38944.3270	 0.0104	 0.0000	-1.6255	 0.5415	-7.5654	 0.1717	-0.0272	 0.0370
-0.4460	 0.7209	-9.8110	 0.0560	 0.2790	 0.0183	 0.2251	-0.3704	 0.1729	-0.1016	-0.8124	-0.9442	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.4460	-0.7209	-0.1890	 0.1016	-0.2790	-0.0183	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0456	36.7636	38944.3794	 0.0108	 0.0000	-0.4460	 0.7209	-9.8110	 0.0560	 0.2790	 0.0183
-1.3015	 0.8925	-8.7803	-0.0041	 0.0468	 0.0295	 0.2318	-0.3797	 0.1738	-0.1068	-0.8061	-0.9274	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.3015	-0.8925	-1.2197	 0.1068	-0.0468	-0.0295	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0460	36.7642	38945.5697	 0.0112	 0.0000	-1.3015	 0.8925	-8.7803	-0.0041	 0.0468	 0.0295
-1.0895	 0.7107	-9.7539	 0.0446	 0.1238	 0.0226	 0.2447	-0.3711	 0.1758	-0.0767	-0.8057	-0.9356	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.0895	-0.7107	-0.2461	 0.0767	-0.1238	-0.0226	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0470	36.7651	38946.2307	 0.0116	 0.0000	-1.0895	 0.7107	-9.7539	 0.0446	 0.1238	 0.0226
-0.3986	 0.6630	-11.5975	 0.0173	 0.2780	 0.0179	 0.2428	-0.3757	 0.1621	-0.0874	-0.8002	-0.9410	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.3986	-0.6630	 1.5975	 0.0874	-0.2780	-0.0179	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0468	36.7656	38946.1324	 0.0120	 0.0000	-0.3986	 0.6630	-11.5975	 0.0173	 0.2780	 0.0179
-0.6734	 0.2394	-11.7240	 0.1513	 0.2224	 0.0180	 0.2468	-0.3810	 0.1638	-0.0999	-0.8011	-0.9619	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6734	-0.2394	 1.7240	 0.0999	-0.2224	-0.0180	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0465	36.7646	38946.3281	 0.0124	 0.0000	-0.6734	 0.2394	-11.7240	 0.1513	 0.2224	 0.0180
-1.9091	 0.4463	-7.6326	 0.1281	-0.1436	 0.0408	 0.2408	-0.3964	 0.1586	-0.1094	-0.8029	-0.9707	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.9091	-0.4463	-2.3674	 0.1094	 0.1436	-0.0408	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0463	36.7648	38946.1853	 0.0128	 0.0000	-1.9091	 0.4463	-7.6326	 0.1281	-0.1436	 0.0408
-0.6769	 0.4622	-9.6803	 0.0955	 0.2122	 0.0252	 0.2381	-0.3981	 0.1626	-0.1280	-0.8193	-0.9746	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6769	-0.4622	-0.3197	 0.1280	-0.2122	-0.0252	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0459	36.7647	38945.5532	 0.0132	 0.0000	-0.6769	 0.4622	-9.6803	 0.0955	 0.2122	 0.0252
-1.2095	 0.8930	-8.7978	 0.0167	 0.0789	 0.0283	 0.2337	-0.4014	 0.1539	-0.1037	-0.8135	-0.9793	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2095	-0.8930	-1.2022	 0.1037	-0.0789	-0.0283	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0453	36.7644	38945.9530	 0.0136	 0.0000	-1.2095	 0.8930	-8.7978	 0.0167	 0.0789	 0.0283
-0.9845	 0.6498	-7.7232	 0.1168	 0.1268	 0.0622	 0.2424	-0.3956	 0.1601	-0.0963	-0.8211	-0.9750	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9845	-0.6498	-2.2768	 0.0963	-0.1268	-0.0622	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0460	36.7644	38945.9811	 0.0140	 0.0000	-0.9845	 0.6498	-7.7232	 0.1168	 0.1268	 0.0622
-1.4079	 0.6640	-8.6017	 0.0911	-0.0077	 0.0279	 0.2382	-0.4020	 0.1526	-0.1228	-0.8234	-0.9684	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4079	-0.6640	-1.3983	 0.1228	 0.0077	-0.0279	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0458	36.7645	38945.9350	 0.0144	 0.0000	-1.4079	 0.6640	-8.6017	 0.0911	-0.0077	 0.0279
-1.1746	 0.4829	-8.6117	 0.1506	 0.0381	 0.0383	 0.2493	-0.4031	 0.1498	-0.0856	-0.8340	-0.9648	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.1746	-0.4829	-1.3883	 0.0856	-0.0381	-0.0383	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0461	36.7649	38946.2448	 0.0148	 0.0000	-1.1746	 0.4829	-8.6117	 0.1506	 0.0381	 0.0383
-2.2632	 0.9751	-6.7448	 0.0681	-0.2750	 0.0665	 0.2401	-0.4188	 0.1533	-0.0793	-0.8426	-0.9509	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.2632	-0.9751	-3.2552	 0.0793	 0.2750	-0.0665	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0462	36.7649	38946.6063	 0.0152	 0.0000	-2.2632	 0.9751	-6.7448	 0.0681	-0.2750	 0.0665
-2.5673	 1.3841	-4.8356	-0.0835	-0.3574	 0.0446	 0.2448	-0.4166	 0.1470	-0.0955	-0.8391	-0.9409	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.5673	-1.3841	-5.1644	 0.0955	 0.3574	-0.0446	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0463	36.7653	38946.6421	 0.0156	 0.0000	-2.5673	 1.3841	-4.8356	-0.0835	-0.3574	 0.0446
-1.7223	 0.7212	-7.7020	 0.0798	-0.0909	 0.0523	 0.2475	-0.4247	 0.1584	-0.0733	-0.8378	-0.9365	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7223	-0.7212	-2.2980	 0.0733	 0.0909	-0.0523	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0451	36.7647	38946.5285	 0.0160	 0.0000	-1.7223	 0.7212	-7.7020	 0.0798	-0.0909	 0.0523
-1.0579	 0.2085	-9.6147	 0.1568	 0.0730	 0.0362	 0.2439	-0.4217	 0.1472	-0.0960	-0.8402	-0.9577	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.0579	-0.2085	-0.3853	 0.0960	-0.0730	-0.0362	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0453	36.7653	38946.4769	 0.0164	 0.0000	-1.0579	 0.2085	-9.6147	 0.1568	 0.0730	 0.0362
-0.8529	 0.2996	-10.6144	 0.1869	 0.1929	 0.0055	 0.2485	-0.4305	 0.1541	-0.0919	-0.8467	-0.9496	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8529	-0.2996	 0.6144	 0.0919	-0.1929	-0.0055	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0451	36.7648	38947.2666	 0.0168	 0.0000	-0.8529	 0.2996	-10.6144	 0.1869	 0.1929	 0.0055
-0.9976	 0.3991	-8.4752	 0.0808	 0.1697	 0.0272	 0.2459	-0.4381	 0.1473	-0.0745	-0.8349	-0.9532	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9976	-0.3991	-1.5248	 0.0745	-0.1697	-0.0272	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0457	36.7650	38948.3091	 0.0172	 0.0000	-0.9976	 0.3991	-8.4752	 0.0808	 0.1697	 0.0272
-1.7189	 0.6284	-5.4089	 0.0980	-0.0686	 0.0421	 0.2528	-0.4400	 0.1352	-0.0774	-0.8422	-0.9463	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7189	-0.6284	-4.5911	 0.0774	 0.0686	-0.0421	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0454	36.7639	38950.0116	 0.0176	 0.0000	-1.7189	 0.6284	-5.4089	 0.0980	-0.0686	 0.0421
 0.6515	-0.1917	-13.8132	 0.1573	 0.6620	-0.0186	 0.2453	-0.4563	 0.1393	-0.0799	-0.8450	-0.9531	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	-0.6515	 0.1917	 3.8132	 0.0799	-0.6620	 0.0186	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0459	36.7642	38951.1095	 0.0180	 0.0000	 0.6515	-0.1917	-13.8132	 0.1573	 0.6620	-0.0186
-1.2635	 0.4091	-9.7757	 0.1650	 0.0240	 0.0042	 0.2508	-0.4577	 0.1389	-0.0671	-0.8458	-0.9512	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2635	-0.4091	-0.2243	 0.0671	-0.0240	-0.0042	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0460	36.7646	38952.6576	 0.0184	 0.0000	-1.2635	 0.4091	-9.7757	 0.1650	 0.0240	 0.0042
-3.0742	 1.5615	-0.3903	 0.0100	-0.5617	 0.1118	 0.2460	-0.4707	 0.1385	-0.0796	-0.8485	-0.9374	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 3.0742	-1.5615	-9.6097	 0.0796	 0.5617	-0.1118	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0452	36.7651	38954.0254	 0.0188	 0.0000	-3.0742	 1.5615	-0.3903	 0.0100	-0.5617	 0.1118
