Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: Gilbert_Neutral.wvp

Acquisition Rate: 100 Waveform Frequency:  0.040
Time Stamp: 3 12, 2020 -- 16: 1: 19: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	FxRw	FyRw	FzRw	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
-0.6894	 0.0535	-11.6743	 0.1716	 0.1383	 0.0147	 0.6999	-0.2644	-0.0508	-0.0318	-1.2882	-0.5016	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6894	-0.0535	 1.6743	 0.0318	-0.1383	-0.0147	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0989	36.8048	38870.8799	 0.0080	 0.0000	-0.6894	 0.0535	-11.6743	 0.1716	 0.1383	 0.0147
-0.4771	 0.0958	-9.7530	 0.1824	 0.1099	 0.0049	 0.7002	-0.2736	-0.0498	-0.0257	-1.2887	-0.5068	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.4771	-0.0958	-0.2470	 0.0257	-0.1099	-0.0049	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0999	36.8061	38870.1698	 0.0084	 0.0000	-0.4771	 0.0958	-9.7530	 0.1824	 0.1099	 0.0049
-0.7442	 0.4837	-11.7753	 0.0696	 0.0404	-0.0172	 0.7134	-0.2734	-0.0489	-0.0137	-1.2845	-0.5047	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.7442	-0.4837	 1.7753	 0.0137	-0.0404	 0.0172	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1011	36.8060	38869.3584	 0.0088	 0.0000	-0.7442	 0.4837	-11.7753	 0.0696	 0.0404	-0.0172
-1.8117	 0.2946	-7.6559	 0.1807	-0.1807	 0.0482	 0.7173	-0.2748	-0.0495	-0.0137	-1.2840	-0.5174	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.8117	-0.2946	-2.3441	 0.0137	 0.1807	-0.0482	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1013	36.8070	38868.1433	 0.0092	 0.0000	-1.8117	 0.2946	-7.6559	 0.1807	-0.1807	 0.0482
-0.3334	 0.1213	-10.9134	 0.1228	 0.2449	-0.0218	 0.7042	-0.2503	-0.0401	-0.0128	-1.2944	-0.5219	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.3334	-0.1213	 0.9134	 0.0128	-0.2449	 0.0218	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1013	36.8072	38866.9548	 0.0096	 0.0000	-0.3334	 0.1213	-10.9134	 0.1228	 0.2449	-0.0218
-1.0209	 0.9649	-8.8771	-0.0205	-0.0156	 0.0273	 0.7123	-0.2535	-0.0502	-0.0094	-1.2928	-0.5311	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.0209	-0.9649	-1.1229	 0.0094	 0.0156	-0.0273	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1005	36.8073	38866.1780	 0.0100	 0.0000	-1.0209	 0.9649	-8.8771	-0.0205	-0.0156	 0.0273
-1.4217	 0.7094	-7.5822	 0.0515	-0.0948	 0.0077	 0.7153	-0.2486	-0.0457	 0.0095	-1.2967	-0.5366	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4217	-0.7094	-2.4178	-0.0095	 0.0948	-0.0077	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1019	36.8074	38865.8425	 0.0104	 0.0000	-1.4217	 0.7094	-7.5822	 0.0515	-0.0948	 0.0077
-0.5197	 0.2426	-10.8575	 0.1555	 0.1137	 0.0144	 0.7226	-0.2453	-0.0449	-0.0162	-1.3034	-0.5232	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.5197	-0.2426	 0.8575	 0.0162	-0.1137	-0.0144	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1012	36.8066	38865.6505	 0.0108	 0.0000	-0.5197	 0.2426	-10.8575	 0.1555	 0.1137	 0.0144
-1.1595	 0.1310	-7.6835	 0.2228	-0.1093	 0.0373	 0.7157	-0.2439	-0.0464	-0.0168	-1.3119	-0.5317	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.1595	-0.1310	-2.3165	 0.0168	 0.1093	-0.0373	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1014	36.8070	38866.1027	 0.0112	 0.0000	-1.1595	 0.1310	-7.6835	 0.2228	-0.1093	 0.0373
-0.3513	 0.1088	-11.6959	 0.1959	 0.1587	 0.0362	 0.7180	-0.2425	-0.0463	-0.0238	-1.3039	-0.5393	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.3513	-0.1088	 1.6959	 0.0238	-0.1587	-0.0362	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1014	36.8061	38866.3499	 0.0116	 0.0000	-0.3513	 0.1088	-11.6959	 0.1959	 0.1587	 0.0362
-0.2750	 0.0929	-9.7544	 0.1913	 0.2029	 0.0136	 0.7258	-0.2407	-0.0429	-0.0064	-1.3060	-0.5354	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.2750	-0.0929	-0.2456	 0.0064	-0.2029	-0.0136	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1021	36.8049	38866.1566	 0.0120	 0.0000	-0.2750	 0.0929	-9.7544	 0.1913	 0.2029	 0.0136
-1.1237	 0.2683	-10.8507	 0.1710	-0.0257	-0.0058	 0.7212	-0.2373	-0.0434	-0.0155	-1.3012	-0.5388	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.1237	-0.2683	 0.8507	 0.0155	 0.0257	 0.0058	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1022	36.8048	38867.5362	 0.0124	 0.0000	-1.1237	 0.2683	-10.8507	 0.1710	-0.0257	-0.0058
-1.2406	 0.1849	-9.8454	 0.2139	-0.0409	 0.0152	 0.7223	-0.2400	-0.0400	 0.0042	-1.3107	-0.5322	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2406	-0.1849	-0.1546	-0.0042	 0.0409	-0.0152	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1023	36.8047	38868.9506	 0.0128	 0.0000	-1.2406	 0.1849	-9.8454	 0.2139	-0.0409	 0.0152
-0.9824	 0.4932	-7.9744	 0.0576	-0.0176	 0.0269	 0.7213	-0.2338	-0.0476	-0.0212	-1.3148	-0.5274	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9824	-0.4932	-2.0256	 0.0212	 0.0176	-0.0269	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1019	36.8048	38868.8537	 0.0132	 0.0000	-0.9824	 0.4932	-7.9744	 0.0576	-0.0176	 0.0269
-1.2255	-0.0495	-7.7887	 0.2243	-0.0278	 0.0141	 0.7193	-0.2320	-0.0374	-0.0247	-1.3131	-0.5224	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2255	 0.0495	-2.2113	 0.0247	 0.0278	-0.0141	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1016	36.8044	38869.1997	 0.0136	 0.0000	-1.2255	-0.0495	-7.7887	 0.2243	-0.0278	 0.0141
-1.2371	 0.4054	-9.8643	 0.0707	-0.0267	 0.0375	 0.7147	-0.2364	-0.0342	-0.0297	-1.3302	-0.5268	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2371	-0.4054	-0.1357	 0.0297	 0.0267	-0.0375	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1016	36.8049	38869.5497	 0.0140	 0.0000	-1.2371	 0.4054	-9.8643	 0.0707	-0.0267	 0.0375
-0.4295	 0.0697	-11.9435	 0.1571	 0.2308	-0.0080	 0.7240	-0.2320	-0.0448	-0.0358	-1.3215	-0.5371	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.4295	-0.0697	 1.9435	 0.0358	-0.2308	 0.0080	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1018	36.8058	38869.9594	 0.0144	 0.0000	-0.4295	 0.0697	-11.9435	 0.1571	 0.2308	-0.0080
-0.7606	 0.3828	-10.9370	 0.1072	 0.0781	 0.0044	 0.7242	-0.2283	-0.0408	-0.0556	-1.3207	-0.5514	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.7606	-0.3828	 0.9370	 0.0556	-0.0781	-0.0044	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1014	36.8066	38870.0957	 0.0148	 0.0000	-0.7606	 0.3828	-10.9370	 0.1072	 0.0781	 0.0044
-0.7656	 0.1846	-10.9614	 0.1304	-0.0013	 0.0028	 0.7193	-0.2148	-0.0402	-0.0095	-1.3228	-0.5608	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.7656	-0.1846	 0.9614	 0.0095	 0.0013	-0.0028	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1010	36.8058	38871.0986	 0.0152	 0.0000	-0.7656	 0.1846	-10.9614	 0.1304	-0.0013	 0.0028
-0.8621	-0.0695	-8.8867	 0.1658	 0.0275	 0.0237	 0.7172	-0.2100	-0.0449	-0.0252	-1.3354	-0.5604	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8621	 0.0695	-1.1133	 0.0252	-0.0275	-0.0237	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1013	36.8053	38871.9805	 0.0156	 0.0000	-0.8621	-0.0695	-8.8867	 0.1658	 0.0275	 0.0237
-1.2768	 0.3077	-8.7521	 0.1620	-0.0684	 0.0167	 0.7195	-0.2054	-0.0331	-0.0074	-1.3332	-0.5515	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2768	-0.3077	-1.2479	 0.0074	 0.0684	-0.0167	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1010	36.8055	38872.6110	 0.0160	 0.0000	-1.2768	 0.3077	-8.7521	 0.1620	-0.0684	 0.0167
-0.9673	 0.3673	-9.6332	 0.1434	 0.0346	 0.0184	 0.7254	-0.2025	-0.0406	-0.0048	-1.3406	-0.5557	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9673	-0.3673	-0.3668	 0.0048	-0.0346	-0.0184	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1013	36.8061	38873.9124	 0.0164	 0.0000	-0.9673	 0.3673	-9.6332	 0.1434	 0.0346	 0.0184
-0.2971	 0.3507	-8.6679	 0.1054	 0.1694	 0.0149	 0.7279	-0.2045	-0.0349	-0.0108	-1.3452	-0.5444	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.2971	-0.3507	-1.3321	 0.0108	-0.1694	-0.0149	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1010	36.8059	38874.7716	 0.0168	 0.0000	-0.2971	 0.3507	-8.6679	 0.1054	 0.1694	 0.0149
-0.5930	-0.4071	-9.9738	 0.2803	 0.1463	-0.0131	 0.7277	-0.1928	-0.0331	 0.0054	-1.3490	-0.5324	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.5930	 0.4071	-0.0262	-0.0054	-0.1463	 0.0131	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1001	36.8052	38875.6780	 0.0172	 0.0000	-0.5930	-0.4071	-9.9738	 0.2803	 0.1463	-0.0131
-0.6728	 0.7088	-7.9302	 0.0336	 0.1540	 0.0420	 0.7308	-0.1938	-0.0480	-0.0228	-1.3403	-0.5307	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6728	-0.7088	-2.0698	 0.0228	-0.1540	-0.0420	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1001	36.8053	38876.4011	 0.0176	 0.0000	-0.6728	 0.7088	-7.9302	 0.0336	 0.1540	 0.0420
-0.1976	 0.2784	-12.0793	 0.1029	 0.2680	-0.0092	 0.7226	-0.1836	-0.0446	-0.0511	-1.3456	-0.5374	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.1976	-0.2784	 2.0793	 0.0511	-0.2680	 0.0092	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1009	36.8047	38877.4498	 0.0180	 0.0000	-0.1976	 0.2784	-12.0793	 0.1029	 0.2680	-0.0092
-0.6767	 0.0234	-9.8637	 0.1515	 0.1461	 0.0171	 0.7275	-0.1852	-0.0459	-0.0237	-1.3536	-0.5344	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6767	-0.0234	-0.1363	 0.0237	-0.1461	-0.0171	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1010	36.8057	38878.4391	 0.0184	 0.0000	-0.6767	 0.0234	-9.8637	 0.1515	 0.1461	 0.0171
-1.5093	 0.3174	-10.5401	 0.1660	-0.2073	 0.0371	 0.7287	-0.1822	-0.0498	-0.0276	-1.3469	-0.5378	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.5093	-0.3174	 0.5401	 0.0276	 0.2073	-0.0371	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.1003	36.8060	38879.2650	 0.0188	 0.0000	-1.5093	 0.3174	-10.5401	 0.1660	-0.2073	 0.0371
